Carga_Trabajo_X,RAM_Consumida_GB_Y
1598.5188306929326,30.409690950704967
1997.0101988583417,34.81221145640943
1826.2494917808465,32.81948977457914
1850.1357041397637,32.2764227953834
193.09846082701392,11.305433280529709
1686.2228572397742,31.20451519296942
454.82081774618604,14.303380882633348
1533.4128188254274,28.57850345843646
202.57392695298967,10.928439452445122
744.6048216439763,17.914212587176312
826.5004504623311,20.001376674906474
1355.0457138509219,26.773909095243926
502.26469539342173,14.968451168230805
1300.0695268718835,25.632931170923186
1178.5718933154174,24.967671701924484
1933.6642539316979,35.000254212440716
1805.289196101448,32.02546415451727
1473.2847051817184,27.808510271904122
1908.2457844458315,34.05057418801461
1700.084035150058,31.01359093251172
1457.5479649671452,27.850336643307358
486.33354406583476,14.27517200836635
883.6181505126109,20.753801867757144
1831.7974378482256,33.47441499533082
1388.9634359007312,27.197151460282964
1392.5021637316024,27.366332182114494
1055.7055961831925,22.546003374880637
1979.8736593682838,35.598533061869574
1294.8774588785852,24.294572919978087
692.5717832260872,17.30589927388636
1716.2017459046056,31.673670301555752
1609.6875257442832,30.539222407739466
637.189281317967,17.031260451921796
321.3590415926102,13.389782528544997
401.5722295744497,13.719073191086927
1538.752451147977,29.48012379566672
486.8258016254815,15.225938706881
653.349410489924,17.318847827885836
1760.1227525271545,31.382771239091912
1991.9120130318652,35.61212857078864
752.6322995847509,18.48234825120958
1383.9528348717608,26.73598827035011
1848.7251575233756,33.33041518334272
1134.2215131497508,24.131488529727825
1137.5576243853109,23.237056557644465
879.3399019218017,20.59244705764344
307.90210630259514,12.015799461582457
970.7895656956822,21.99726680640201
1339.3888245834992,26.552936502480566
1595.3639794378687,29.447345663692207
1715.5953974271008,32.01849402234586
1711.1238638285154,31.29838841515495
387.44983519598907,13.73434288796452
1000.7196424666596,22.25584456499112
1150.1477514219382,23.313798554652525
891.8487047137281,19.983622570174052
1408.1308141898858,27.20460342473204
251.21104227402842,11.42838327821593
1799.0141919060661,32.64734544752241
1285.6908870799896,26.40878003223142
628.6826164457052,16.97268106415054
634.0593762189989,17.48679005549395
143.86935388769635,10.200324443645721
544.6721694900309,15.427044602020093
526.5864787477312,15.819572218748041
1779.1249410726987,32.16417735987511
1140.7116157763514,23.809384630005262
914.9971657352161,20.727373979827416
811.1352330767035,19.309554673107442
1458.8528450700942,28.130130358935006
1760.4298649704008,31.942808172085407
177.92794894924518,11.259809593103395
1239.047006377506,25.012955774368514
655.5039943153973,17.223199221229944
401.10437305406697,13.85802438144045
826.6313024940675,20.736531192500756
1810.7941924254956,32.45826899530569
1970.128951236499,34.48255090707282
116.27020342748105,9.633143785910878
1971.9784484849654,34.98194774884366
252.3882882443698,11.166573716419562
1082.6127570099352,22.946269839506247
786.574993763893,19.923414311383222
1091.932132114817,22.97836303806316
1329.3396441888008,25.988493246582124
1257.7100298864982,25.525190299101148
1894.820360863882,34.30210034181727
1592.141121940011,29.97406899668311
1196.6202951338732,24.47736068157254
503.0679760625037,15.199176672495135
566.3972611264343,15.318536811884083
1302.59452281378,25.722609042035277
1281.766560472195,25.075072726948992
548.4867406109037,15.928302803323671
143.97952495609724,10.059707732412798
1613.6922263198196,31.567662775917547
1026.8626400334897,21.22878750578884
873.7687507109983,20.354289022648352
982.9739497534895,22.208072205762775
858.3459089335857,20.16791228868567
640.4083102820098,17.39732551459816
399.40351938801496,12.765765156062097
1715.8742444330535,31.240194246434857
1778.5845390275601,31.537446993238078
368.2268037103164,13.39690174305197
