0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,-0.8097220358613696,1.3902605952835507,0.5561455858976786,-0.9162822758464895,-0.34796495168394515,-0.19091432683509954,0,0,-0.5786513557891546,1,0.23782765196146508,-0.530413605473635,0.21455305372144368,0
0,-0.7591344848941756,0.4695911033218721,0.5561455858976786,0.1704985927982509,-0.34796495168394515,-0.6467249861745749,0,0,-0.5786513557891546,0,0.23782765196146508,-0.1356215579635043,-0.3436307746408726,0
0,-0.16665994729534742,-0.6141566170366061,-1.7980903298655018,-0.9162822758464895,-0.34796495168394515,-0.2984471232285673,0,0,-0.5786513557891546,1,0.23782765196146508,0.6539625370567572,-0.3436307746408726,0
0,-0.8448760967029785,1.398517720771996,-1.7980903298655018,-0.6445870586853043,-0.85025745516077,-0.6996889008161337,1,1,2.2205607477415548,1,0.23782765196146508,-1.188400351323853,-0.3436307746408726,1
1,-0.9734885144161829,0.7111120238589044,0.5561455858976786,-0.37289184152411925,-0.34796495168394515,-0.07054179355882963,1,1,2.9839822305226575,0,0.23782765196146508,-0.7936083038137223,-0.2708642359599766,1
0,-1.3310310356588912,-0.8546453968875826,0.5561455858976786,0.1704985927982509,1.661205062223354,-0.21819876771105404,1,1,-0.06970370060175285,0,0.23782765196146508,-0.530413605473635,-0.3436307746408726,1
1,-1.209277946890391,0.36637703471630273,0.5561455858976786,-1.1879774930076745,-0.34796495168394515,-0.659564723057377,0,0,-0.5786513557891546,0,0.23782765196146508,-0.7936083038137223,-0.2975760033238498,0
0,2.3275635402227306,-0.05473636519442019,0.5561455858976786,0.9855842442818061,1.661205062223354,0.27613110227682774,1,1,0.9481916097730507,0,0.23782765196146508,-0.9054660506082592,-0.08572405526554497,1
1,-0.31670776796075256,-0.76897771994496,-1.7980903298655018,-1.4596727101688596,1.661205062223354,0.2632913653940256,0,0,-0.5786513557891546,0,0.23782765196146508,-0.03034367862746943,-0.0963166526684602,0
0,2.077198033741026,0.48610535429876317,0.5561455858976786,-0.9162822758464895,1.661205062223354,1.4670166981567248,1,1,0.18477012699194803,1,0.23782765196146508,-0.530413605473635,-0.32060338898236124,0
1,0.16944717099516032,-0.6141566170366061,0.5561455858976786,1.8006698957653613,1.661205062223354,0.7447814984991052,1,1,0.4392439545856489,1,0.23782765196146508,0.4763061156771984,0.05105861554601274,1
1,0.8485207365208798,0.056734828899594705,0.5561455858976786,0.9855842442818061,1.661205062223354,0.9052782095341317,1,1,0.9481916097730507,1,0.23782765196146508,1.9041373541721711,-0.3436307746408726,1
1,-0.9306177085117814,-0.7173706856421753,-1.7980903298655018,0.1704985927982509,1.661205062223354,-0.25832294546981066,1,1,0.18477012699194803,1,0.23782765196146508,-0.2672189071335479,-0.24691575487512477,0
1,0.29120025976366065,0.056734828899594705,0.5561455858976786,1.8006698957653613,1.661205062223354,1.7077617647092644,1,1,0.9481916097730507,1,0.23782765196146508,-1.188400351323853,0.11691693852935534,1
1,2.3198467951599384,-0.4159856053139129,0.5561455858976786,0.1704985927982509,-0.34796495168394515,0.07551021348304456,0,0,-0.5786513557891546,1,0.23782765196146508,0.9171572353968444,-0.3436307746408726,0
1,1.4195598711675073,0.27142009159917896,0.5561455858976786,-0.9162822758464895,-0.34796495168394515,-0.6868491639333315,0,0,-0.5786513557891546,0,0.23782765196146508,-1.188400351323853,0.8952425737870406,1
1,-0.16665994729534742,-0.04647923970597464,0.5561455858976786,0.44219380995943597,-0.34796495168394515,1.7077617647092644,1,1,-0.06970370060175285,1,0.23782765196146508,0.9829559099818662,-0.3436307746408726,1
0,-1.0806655291771865,0.8824473777441495,0.5561455858976786,-0.37289184152411925,-0.34796495168394515,-0.45894383426359386,1,1,-0.06970370060175285,0,0.23782765196146508,-0.6093720149756612,-0.0714470761572679,1
1,-0.9880645884236795,-0.7173706856421753,-1.7980903298655018,-0.9162822758464895,-0.34796495168394515,-0.659564723057377,0,0,-0.5786513557891546,0,0.23782765196146508,-0.2672189071335479,-0.3417885837881917,0
0,-0.7805698878463763,0.19400954014500194,0.5561455858976786,0.9855842442818061,-0.34796495168394515,0.13007909523495356,1,1,1.2026654373667514,0,0.23782765196146508,-0.33959744917707185,1.1563731271545599,1
0,-0.2875556199457593,-0.8546453968875826,0.5561455858976786,-0.37289184152411925,-0.34796495168394515,-0.6868491639333315,0,0,-0.5786513557891546,0,0.23782765196146508,0.5223651878867136,0.11875912938203624,0
0,-1.059230126224986,-0.8546453968875826,-1.7980903298655018,-0.37289184152411925,-0.34796495168394515,-0.5119077489051527,1,0,-0.5786513557891546,1,0.23782765196146508,-0.1356215579635043,-0.3436307746408726,0
